Rimfluence Rank,year,Player name,team,height_inches,class,possessions,Opp Net Rating,O Rimfluence,D Rimfluence,Rimfluence
225,2024,Taine Murray,Virginia,77,Jr,1116.0,5.652500000000003,6.029099374475129,7.620353807538621,13.649453182013753
226,2024,Derek Simpson,Rutgers,75,So,5148.0,8.774000000000001,3.77713220029024,9.86468287194496,13.6418150722352
227,2024,Xavier Cork,TCU,81,Sr,1325.0,6.075800000000001,12.586311391146802,1.024991033097982,13.611302424244784
228,2024,Abou Ousmane,Xavier,82,Sr,2166.0,11.7594,-1.4177366719745097,15.013234159167403,13.595497487192896
229,2024,Cormac Ryan,North Carolina,77,Sr,3248.0,12.052899999999994,6.353977859718275,7.239072279726952,13.593050139445229
230,2024,Aly Khalifa,BYU,83,Jr,1782.0,10.248499999999993,5.076764125659968,8.515698453920201,13.592462579580168
231,2024,Jamiya Neal,Arizona State,77,Jr,8884.0,9.930700000000002,2.137444734070445,11.4355820058185,13.573026739888949
232,2024,Judah Mintz,Syracuse,75,So,7007.0,10.898600000000002,6.378480849270348,7.169789551895989,13.548270401166338
233,2024,Alonzo Gaffney,Arizona State,81,Sr,7964.0,8.660399999999996,2.9299827105061675,10.607623978004856,13.537606688511024
234,2024,Kadin Shedrick,Texas,83,Sr,1638.0,7.805399999999992,10.084473779249878,3.4529385097611733,13.537412289011051
235,2024,RJ Davis,North Carolina,72,Sr,3842.0,12.152500000000003,1.9889924688427705,11.525966996716178,13.514959465558947
236,2024,Rytis Petraitis,Air Force,79,So,7564.0,6.974400000000003,7.080536637332463,6.419226387233197,13.49976302456566
237,2024,Jahmere Tripp,Fordham,78,Fr,2182.0,2.186300000000003,13.488165659738318,0.0010593074410218,13.48922496717934
238,2024,Jordan Minor,Virginia,80,Sr,1161.0,10.514899999999995,3.695790053299248,9.756381490380416,13.452171543679665
239,2024,Joshua Morgan,USC,83,Sr,3899.0,9.5942,0.0833776668788655,13.336261505595369,13.419639172474234
240,2024,Tyler Burton,Villanova,79,Sr,2409.0,10.324400000000011,3.7079502011491137,9.709599775872228,13.41754997702134
241,2024,Langston Love,Baylor,77,Jr,1687.0,10.533199999999994,11.425708988592357,1.9763882647918376,13.402097253384197
242,2024,Elliot Cadeau,North Carolina,73,Fr,2711.0,11.503,5.1162518554727425,8.20636263739169,13.322614492864432
243,2024,Mylik Wilson,Houston,75,Sr,1526.0,10.127399999999994,9.909394498708798,3.3687096797413476,13.278104178450146
244,2024,Day Day Thomas,Cincinnati,73,Jr,2865.0,8.859200000000001,11.98039020688956,1.2951245210180504,13.275514727907613
245,2024,Camden Heide,Purdue,79,Fr,1377.0,12.732000000000014,8.805609673470256,4.447397582268366,13.253007255738622
246,2024,Daniss Jenkins,St. John's,75,Sr,6144.0,12.127399999999994,0.7940954923033656,12.4431305057671,13.237225998070468
247,2024,Carson Cooper,Michigan State,83,So,1697.0,12.096400000000004,-0.3935344479484248,13.60317920683719,13.209644758888764
248,2024,Yaxel Lendeborg,UAB,81,Jr,2990.0,4.0869,2.666319052053943,10.531387021222546,13.197706073276487
249,2024,Jamir Watkins,Florida State,79,Jr,5875.0,11.168900000000008,4.906805318238552,8.26929606846948,13.176101386708032
250,2024,Jamyron Keller,Oklahoma State,75,Fr,6680.0,9.54419999999999,9.964657583026602,3.2044889387625553,13.169146521789155
251,2024,Tony Perkins,Iowa,76,Sr,3307.0,10.940600000000003,5.802708005621478,7.325045392827418,13.127753398448895
252,2024,Reese Waters,San Diego State,78,Jr,2615.0,10.790400000000004,6.853480715416056,6.272490873083772,13.125971588499828
253,2024,Malcolm Dandridge,Memphis,81,Sr,7724.0,3.839500000000001,2.9936819125572063,10.09813169069268,13.091813603249886
254,2024,Jacco Fritz,Hofstra,82,Sr,5008.0,-1.2245999999999952,1.998408057673572,11.084114548613138,13.08252260628671
255,2024,Zion Stanford,Temple,77,Fr,3103.0,1.0245000000000033,3.338218741430526,9.74225497101662,13.080473712447144
256,2024,KJ Simpson,Colorado,74,Jr,3851.0,9.4482,10.176030287092924,2.9025075600030252,13.07853784709595
257,2024,Zack Austin,Pittsburgh,79,Jr,8643.0,8.044000000000011,1.676455178309858,11.394394538885724,13.070849717195582
258,2024,Rivaldo Soares,Oklahoma,78,Sr,4288.0,8.667599999999993,2.779649935219978,10.272350137328194,13.052000072548172
259,2024,Tyrone Williams,Old Dominion,77,Sr,6303.0,-0.6611999999999938,11.074990636558685,1.9763509619332256,13.05134159849191
260,2024,Dwayne Koroma,UT Arlington,80,So,2941.0,3.524300000000011,8.351711486521548,4.685561467641869,13.037272954163416
261,2024,Jalen Thomas,Butler,82,Sr,2160.0,9.869599999999991,-1.657888201850347,14.693945958080604,13.036057756230257
262,2024,Tray Jackson,Michigan,82,Sr,2700.0,12.123400000000004,6.437875418792651,6.577067471787482,13.014942890580134
263,2024,Jarin Stevenson,Alabama,83,Fr,1690.0,14.317799999999991,0.254578268100798,12.729264393355272,12.98384266145607
264,2024,RayJ Dennis,Baylor,74,Sr,3396.0,13.29610000000001,5.552706626202447,7.404479782700969,12.957186408903416
265,2024,Brandon Garrison,Oklahoma State,82,Fr,7934.0,9.6366,6.237350877639759,6.710053154123258,12.947404031763018
266,2024,Rob Whaley Jr.,UNLV,79,Jr,1740.0,8.110800000000012,2.803812921858324,10.142407708439748,12.946220630298072
267,2024,Jaland Lowe,Pittsburgh,74,Fr,12182.0,9.412999999999997,4.663155232311504,8.259592904075099,12.922748136386602
268,2024,RJ Luis Jr.,St. John's,78,So,2998.0,13.798900000000003,9.20355639638026,3.678460522480928,12.882016918861186
269,2024,Achor Achor,Samford,81,Jr,2462.0,-1.5365000000000038,2.7848853546678387,10.057731264454947,12.842616619122786
270,2024,Reece Beekman,Virginia,75,Sr,2983.0,9.28309999999999,4.209142389779236,8.62211745379544,12.831259843574676
271,2024,JaKobe Coles,TCU,80,Jr,1904.0,5.504600000000011,9.249829882690722,3.5784824591100506,12.828312341800771
272,2024,Vasilije Vucinic,Portland,83,Jr,1984.0,2.988199999999992,1.7976555619295782,10.988035828228464,12.785691390158044
273,2024,Aaron Scott,North Texas,79,Jr,2752.0,5.385499999999993,5.599992115366755,7.163079995718203,12.763072111084956
274,2024,Trey Galloway,Indiana,77,Sr,6454.0,10.9028,7.694456359906178,5.047712006045366,12.742168365951544
275,2024,Caleb McCarty,South Carolina State,80,Fr,3984.0,-5.712400000000002,2.6685302847161276,10.06642163855124,12.734951923267367
276,2024,John Hugley IV,Oklahoma,83,Jr,2560.0,3.0901000000000067,8.386288329862216,4.332365662463878,12.718653992326091
277,2024,Isaac Jones,Washington State,81,Sr,3249.0,8.424099999999996,5.563415945734909,7.147090101299835,12.710506047034745
278,2024,Edoardo Del Cadia,Detroit Mercy,80,Sr,4886.0,-1.0601999999999947,-3.214113411060125,15.88582321054271,12.671709799482583
279,2024,Yvan Ouedraogo,California Baptist,81,Sr,9533.0,-1.6359999999999957,3.606487220999804,9.064584835203686,12.67107205620349
280,2024,Matthew Murrell,Ole Miss,76,Sr,6403.0,7.954499999999996,14.68886758995214,-2.0252895833134916,12.663578006638648
281,2024,Primo Spears,Florida State,75,Jr,3467.0,10.645200000000004,6.884028328716926,5.766800563204408,12.650828891921336
282,2024,Malik Dia,Belmont,81,So,4986.0,2.497099999999989,3.5420053323912084,9.093251125002295,12.635256457393506
283,2024,Mahamadou Diawara,Oregon,82,Sr,1134.0,6.593599999999995,0.6362628992331492,11.972402809712934,12.608665708946084
284,2024,Jalen Reed,LSU,82,So,2135.0,7.673299999999998,8.166014264240285,4.435509582802277,12.601523847042564
285,2024,Coen Carr,Michigan State,78,Fr,1199.0,10.1631,6.490209732651304,6.1053747248135215,12.595584457464826
286,2024,Dug McDaniel,Michigan,71,So,5728.0,11.389800000000008,8.19017732715514,4.404051920098283,12.594229247253423
287,2024,Dwon Odom,Georgia State,74,Jr,5894.0,-2.2572000000000116,6.451077843825107,6.138593328470653,12.58967117229576
288,2024,Aaron Bradshaw,Kentucky,85,Fr,3321.0,9.383200000000002,7.777476177570415,4.7991800252828885,12.576656202853304
289,2024,Coleman Hawkins,Illinois,82,Sr,3252.0,13.9833,6.855625233945603,5.715399333807338,12.57102456775294
290,2024,Brock Harding,Iowa,72,Fr,1181.0,8.306399999999996,11.140572824678788,1.4297775387751983,12.570350363453986
291,2024,Lance Jones,Purdue,73,Sr,3270.0,14.621500000000012,7.365027600748021,5.1998435457648675,12.564871146512887
292,2024,Delang Muon,Southern,80,Fr,1793.0,-2.7254999999999967,7.656739714330518,4.85870395587914,12.515443670209658
293,2024,Joseph Girard III,Clemson,73,Sr,2866.0,11.7864,8.732217504791887,3.773157292151234,12.50537479694312
294,2024,Sam Alajiki,Rice,79,Jr,2258.0,0.6813000000000073,5.731827543736615,6.760541551915986,12.4923690956526
295,2024,Kel'el Ware,Indiana,84,So,5945.0,11.206500000000004,-2.847734913133718,15.338903463728636,12.491168550594915
296,2024,Darlinstone Dubar,Hofstra,78,Sr,6956.0,-0.3907999999999987,13.3271213277718,-0.8378598108223332,12.489261516949464
297,2024,Josiah Harris,West Virginia,79,So,3652.0,10.025499999999994,8.979720737485914,3.4771222893397127,12.456843026825627
298,2024,Kevin McCullar Jr.,Kansas,79,Sr,3886.0,11.641000000000004,4.174838773398353,8.270376904698095,12.445215678096448
299,2024,Josiah Lake II,Oregon State,74,Fr,2636.0,7.671299999999988,12.024874703034811,0.4082262357505017,12.433100938785312
300,2024,DaRon Holmes II,Dayton,82,Jr,3105.0,6.994,4.998512789174207,7.43027996282652,12.428792752000728
301,2024,Hasan Abdul Hakim,UT Rio Grande Valley,,,7028.0,-0.0297999999999944,7.506969659235416,4.91800314131979,12.424972800555206
302,2024,Elijah Fisher,DePaul,78,So,12167.0,12.126199999999995,5.059100173029835,7.335206283613485,12.39430645664332
303,2024,Patrick Mwamba,Loyola Chicago,79,Sr,1657.0,2.2811999999999983,4.419059975154461,7.965173801078447,12.384233776232907
304,2024,Kwame Evans Jr.,Oregon,81,Fr,2312.0,9.573999999999998,3.2173967453566563,9.16681018389144,12.384206929248094
305,2024,Trey Alexander,Creighton,76,Jr,3881.0,11.683400000000006,7.096842853363741,5.285268639490747,12.382111492854488
306,2024,Joel Scott,Colorado State,79,Sr,2764.0,8.3716,4.717465906911567,7.659947559827038,12.377413466738606
307,2024,Akuel Kot,Wyoming,74,Sr,6707.0,5.530799999999999,5.497330869027913,6.8741245469562005,12.371455415984112
308,2024,Devin Carter,Providence,75,Jr,3550.0,11.257099999999994,3.13423220552093,9.21430742255773,12.348539628078662
309,2024,Reed Sheppard,Kentucky,75,Fr,8835.0,8.551299999999998,6.919056946828463,5.4069649899360686,12.326021936764532
310,2024,Kenan Blackshear,Nevada,78,Sr,2694.0,5.448099999999997,7.106449946586313,5.2184198107500475,12.32486975733636
311,2024,Darrion Williams,Texas Tech,78,So,3138.0,9.63000000000001,4.381709743684647,7.942743881793606,12.324453625478252
312,2024,RJ Melendez,Georgia,79,Jr,2254.0,9.499700000000004,8.170362318501684,4.153573304233516,12.3239356227352
313,2024,Nate Heise,Northern Iowa,77,Jr,6274.0,4.889699999999991,7.915906941074762,4.388576653589542,12.304483594664305
314,2024,Luke O'Brien,Colorado,80,Sr,2451.0,8.436499999999995,5.927950850023127,6.373908066129944,12.301858916153073
315,2024,Chris Maidoh,Stony Brook,82,Sr,4360.0,-1.022599999999997,-0.7080034170237148,12.956753742718288,12.248750325694571
316,2024,Samuell Williamson,SMU,80,Sr,2453.0,1.8238999999999947,10.49739776251418,1.7319484429484526,12.229346205462631
317,2024,Dashawn Davis,Mississippi State,74,Sr,4765.0,10.6824,1.266741269565899,10.958477752380318,12.225219021946216
318,2024,Stephon Castle,UConn,78,Fr,2634.0,12.0599,3.6166728976161866,8.533597058985652,12.15026995660184
319,2024,Ja'Kobe Walter,Baylor,77,Fr,3217.0,12.592,12.994956431572833,-0.8468280982687393,12.148128333304092
320,2024,Shannon Grant,Florida A&M,82,Sr,3640.0,-3.0219000000000023,10.375685589384902,1.716879629865896,12.092565219250798
321,2024,TJ Bamba,Villanova,77,Sr,2538.0,12.221000000000004,7.4432914266786305,4.633299093547082,12.076590520225713
322,2024,Malik Reneau,Indiana,81,So,5899.0,11.10669999999999,6.502681495143992,5.569673640101939,12.072355135245932
323,2024,Chandler Lawson,Arkansas,79,Sr,3051.0,10.981400000000008,1.0245191374967075,11.039952953896018,12.064472091392725
324,2024,Jason Murphy,North Carolina A&T,80,Jr,7038.0,-3.450000000000003,5.969499321614327,6.071930537653081,12.041429859267408
325,2024,Sean Pedulla,Virginia Tech,73,Jr,2952.0,10.919000000000011,6.5719712006307685,5.46670090722963,12.0386721078604
326,2024,Darrion Trammell,San Diego State,70,Sr,2423.0,10.838100000000011,7.00310733803136,5.00026389510156,12.00337123313292
327,2024,Joe Bamisile,VCU,76,Sr,859.0,4.940399999999997,9.045372628752965,2.942523696123338,11.987896324876305
328,2024,Myles Foster,Illinois State,79,Sr,5454.0,1.2652000000000072,4.383581490744246,7.599901393305393,11.98348288404964
329,2024,Quentin Millora-Brown,The Citadel,82,Sr,6365.0,-0.8830999999999989,0.478620139313922,11.469707670107232,11.948327809421151
330,2024,Keshon Gilbert,Iowa State,76,Jr,3264.0,9.468000000000004,5.793681517233125,6.129080771897193,11.922762289130318
331,2024,Patrick McCaffery,Iowa,81,Sr,2207.0,9.617999999999997,4.277214045628941,7.632893635783214,11.910107681412155
332,2024,Justin Wilson,Northwestern State,81,Sr,3827.0,-6.433599999999998,5.75299001954957,6.147021878791341,11.90001189834091
333,2024,Ethan Anderson,Pepperdine,73,Sr,4919.0,0.5062000000000069,9.404658613355512,2.462854475997879,11.867513089353393
334,2024,Christ Essandoko,Saint Joseph's,84,So,1363.0,3.8662000000000063,5.8074195590066235,6.011247633145489,11.818667192152112
335,2024,Dailyn Swain,Xavier,79,Fr,1771.0,11.246799999999991,7.917912141478908,3.8750320912394702,11.792944232718378
336,2024,Dallin Hall,BYU,75,So,3003.0,9.481700000000004,5.94496284018757,5.834769849817665,11.779732690005234
337,2024,Chris Felix Jr.,Prairie View A&M,77,So,4029.0,2.552599999999998,0.1351332366494819,11.629738645177742,11.764871881827224
338,2024,Kaleb Glenn,Louisville,78,Fr,2617.0,10.562799999999996,0.2757310860497117,11.481740504370723,11.757471590420437
339,2024,Jeremiah Oden,DePaul,80,Sr,12025.0,11.268500000000005,4.898860579531612,6.844446552660993,11.743307132192603
340,2024,Rob Dillingham,Kentucky,74,Fr,7391.0,7.705500000000001,8.355330373882978,3.3797206655148635,11.735051039397842
341,2024,De'Ante Green,Florida State,82,So,2292.0,9.642700000000003,3.999238915541296,7.732371457898673,11.731610373439969
342,2024,Al-Amir Dawes,Seton Hall,74,Sr,3753.0,10.022400000000005,6.858988230468112,4.858124043726435,11.717112274194548
343,2024,Trevon Brazile,Arkansas,82,So,4082.0,8.124200000000002,1.4658024606843774,10.246268237069444,11.712070697753822
344,2024,Maxime Raynaud,Stanford,85,Jr,6078.0,7.4636,7.400997859984718,4.304740372532722,11.70573823251744
345,2024,Max Klesmit,Wisconsin,76,Jr,2877.0,13.958999999999987,3.646927648459566,8.004517100275226,11.651444748734791
346,2024,Micah Peavy,TCU,80,Sr,2992.0,8.050200000000004,5.198234884244249,6.430254730856485,11.628489615100731
347,2024,Nate Santos,Dayton,79,Jr,3244.0,6.795500000000004,4.007985829628603,7.589536831522096,11.597522661150698
348,2024,Calvin Solomon,UTEP,79,Sr,4127.0,-0.8367999999999967,10.34205223644285,1.2516775263331494,11.593729762776
349,2024,Caleb Mills,Memphis,75,Sr,5638.0,5.5745000000000005,8.910724727168082,2.6553936034116,11.566118330579682
350,2024,Seth Trimble,North Carolina,75,So,1817.0,11.4131,8.73713108266131,2.8272753466944875,11.5644064293558
351,2024,Cam Carter,Kansas State,75,Jr,6234.0,10.148899999999998,7.140991763497071,4.39357481658552,11.534566580082592
352,2024,Scottie Ebube,Southern Illinois,82,Jr,2182.0,0.894599999999997,3.5086558772318788,8.01120953405763,11.519865411289508
353,2024,JaCobi Wood,Murray State,74,Jr,6972.0,2.6902000000000044,12.141970774703326,-0.6283557678308855,11.51361500687244
354,2024,Brett Thompson,Youngstown State,73,Sr,6528.0,-4.539699999999996,1.7728129813960365,9.721341941620953,11.494154923016987
355,2024,Lazar Djokovic,Xavier,82,Fr,1133.0,13.527899999999988,5.2305472500711225,6.232667948712234,11.463215198783356
356,2024,Cole Bajema,Utah,79,Sr,3214.0,10.061499999999995,5.415150428348344,6.027728356383548,11.442878784731892
357,2024,Aziz Bandaogo,Cincinnati,84,So,2034.0,12.503,4.321988063912748,7.107071997567842,11.429060061480593
358,2024,Chandler Pigge,Harvard,77,So,4618.0,-1.5534000000000106,16.198239415513644,-4.814059602812644,11.384179812701
359,2024,Darnell Brodie,Drake,81,Sr,2498.0,2.0170999999999992,2.608799848502837,8.753317753853345,11.362117602356182
360,2024,Ty Berry,Northwestern,75,Sr,2044.0,8.561300000000003,6.5325613998652,4.829323992408458,11.361885392273658
361,2024,Tre Donaldson,Auburn,75,So,1970.0,8.621099999999998,6.001923971819373,5.348750411016876,11.35067438283625
362,2024,Javontae Hopkins,Prairie View A&M,72,Sr,6794.0,-6.863900000000001,7.708825290841107,3.610840760855355,11.319666051696462
363,2024,Tamar Bates,Missouri,77,Jr,5152.0,10.42009999999999,4.2578082608994325,7.053176106369052,11.310984367268484
364,2024,Troy Hupstead,Maryland Eastern Shore,79,Jr,3933.0,-6.31519999999999,-0.2639089532778689,11.571241956337587,11.307333003059718
365,2024,Dylan Addae-Wusu,Seton Hall,76,Sr,3490.0,10.4259,4.841015077715105,6.4558482083229,11.296863286038004
366,2024,Keshad Johnson,Arizona,79,Sr,3241.0,11.511199999999988,6.858281180736084,4.426688775323051,11.284969956059134
367,2024,DJ Horne,NC State,73,Sr,5046.0,10.992899999999992,1.7884878286740706,9.460808221643171,11.24929605031724
368,2024,Justin Taylor,High Point,78,So,56.0,9.067300000000005,11.813624623453473,-0.5830299112765358,11.230594712176934
369,2024,Enrique Freeman,Akron,79,Sr,3241.0,-1.8198000000000008,1.7534019381538375,9.426375521437077,11.179777459590914
370,2024,Great Osobor,Utah State,80,Jr,3420.0,7.025600000000011,1.460731938025971,9.71807123072414,11.17880316875011
371,2024,Cody Williams,Colorado,80,Fr,1947.0,9.74629999999999,5.139988489993929,6.009467070859081,11.14945556085301
372,2024,Reed Bailey,Davidson,83,So,10550.0,3.077600000000004,6.832916255794866,4.308706658418912,11.141622914213778
373,2024,Andersson Garcia,Texas A&M,79,Sr,2983.0,10.730900000000004,2.277744745364046,8.861121437952344,11.138866183316388
374,2024,Brandon Huntley-Hatfield,Louisville,81,Jr,5095.0,9.1597,8.001935509067097,3.1185631460202052,11.120498655087305
375,2024,Dae Dae Grant,Duquesne,74,Sr,3259.0,5.508899999999997,4.689661273638176,6.424108751682751,11.113770025320928
376,2024,Spencer Johnson,BYU,77,Sr,2899.0,8.529800000000009,4.701970080179467,6.410964574361362,11.11293465454083
377,2024,Justice Ajogbor,Harvard,82,Sr,2692.0,0.6504000000000048,-3.43250789137662,14.544661474978014,11.112153583601394
378,2024,Sean East II,Missouri,75,Sr,6136.0,8.7984,3.926728136832162,7.172775629718551,11.099503766550711
379,2024,Allen Flanigan,Ole Miss,78,Sr,6027.0,8.487300000000005,5.259277338145825,5.833685425976523,11.092962764122348
380,2024,Nique Clifford,Colorado State,78,Sr,3107.0,8.500600000000006,4.0035474861790235,7.0734614102335485,11.077008896412572
